院校名称,年份,省份,科类,批次,最低分,最低位次,平均分,招生人数,院校代码
湖北工业大学,2022,陕西,理科,本科一批,488,37655,,,湖北工业大学
陕西科技大学,2022,陕西,理科,本科一批,488,37666,,,陕西科技大学
宁夏理工学院,2022,陕西,文科,本科二批,427,37821,,,宁夏理工学院
西安邮电大学,2022,陕西,理科,本科一批,487,38015,,,西安邮电大学
湖北医药学院药护学院,2022,陕西,文科,本科二批,426,38063,,,湖北医药学院药护学院
新疆科技学院,2022,陕西,文科,专科批,426,38162,,2,新疆科技学院
广西外国语学院,2022,陕西,文科,本科二批,425,38357,,,广西外国语学院
河北工程技术学院,2022,陕西,文科,本科二批,425,38390,,,河北工程技术学院
华侨大学,2022,陕西,理科,本科一批,486,38530,,,华侨大学
大连财经学院,2022,陕西,文科,本科二批,425,38659,,,大连财经学院
辽宁何氏医学院,2022,陕西,文科,本科二批,425,38697,,,辽宁何氏医学院
云南经济管理学院,2022,陕西,文科,本科二批,425,38701,,,云南经济管理学院
华侨大学,2022,陕西,理科,国家专项计划本科批,486,38794,,,华侨大学
黑龙江大学,2022,陕西,理科,国家专项计划本科批,486,38855,,,黑龙江大学
辽宁师范大学海华学院,2022,陕西,文科,本科二批,424,38858,,,辽宁师范大学海华学院
江西科技学院,2022,陕西,文科,本科二批,424,38881,,,江西科技学院
温州医科大学,2022,陕西,理科,本科二批,486,38887,,,温州医科大学
青岛科技大学,2022,陕西,理科,国家专项计划本科批,485,38961,,,青岛科技大学
河北科技学院,2022,陕西,文科,本科二批,424,39064,,,河北科技学院
西安外事学院,2022,陕西,文科,本科二批,423,39450,,,西安外事学院
天津财经大学,2022,陕西,理科,本科一批,485,39492,,,天津财经大学
泰山科技学院,2022,陕西,文科,本科二批,423,39595,,,泰山科技学院
西京学院,2022,陕西,文科,本科二批,422,39714,,,西京学院
安徽财经大学,2022,陕西,理科,本科一批,484,39718,,,安徽财经大学
烟台科技学院,2022,陕西,文科,本科二批,422,39830,,,烟台科技学院
武汉工商学院,2022,陕西,文科,本科二批,422,39831,,,武汉工商学院
宁波大学,2022,陕西,理科,本科一批,484,39928,,,宁波大学
西安科技大学,2022,陕西,理科,国家专项计划本科批,484,39967,,,西安科技大学
湖北大学,2022,陕西,理科,本科一批,483,40065,,,湖北大学
厦门华厦学院,2022,陕西,文科,本科二批,421,40108,,,厦门华厦学院
福州外语外贸学院,2022,陕西,文科,本科二批,421,40387,,,福州外语外贸学院
烟台理工学院,2022,陕西,文科,本科二批,421,40508,,,烟台理工学院
内蒙古大学,2022,陕西,理科,本科一批,482,40832,,,内蒙古大学
泉州信息工程学院,2022,陕西,文科,本科二批,419,41127,,,泉州信息工程学院
西安财经大学行知学院,2022,陕西,文科,本科二批,419,41151,,,西安财经大学行知学院
中南民族大学,2022,陕西,理科,国家专项计划本科批,481,41160,,,中南民族大学
青岛滨海学院,2022,陕西,文科,本科二批,419,41180,,,青岛滨海学院
重庆医药高等专科学校,2022,陕西,文科,专科批,419,41187,,20,重庆医药高等专科学校
吉林师范大学博达学院,2022,陕西,文科,本科二批,419,41275,,,吉林师范大学博达学院
天津医学高等专科学校,2022,陕西,文科,专科批,419,41307,,14,天津医学高等专科学校
广东外语外贸大学南国商学院,2022,陕西,文科,本科二批,419,41393,,,广东外语外贸大学南国
淮南联合大学,2022,陕西,文科,专科批,418,41551,,5,淮南联合大学
东北电力大学,2022,陕西,理科,本科一批,481,41587,,,东北电力大学
西安欧亚学院,2022,陕西,文科,本科二批,418,41643,,,西安欧亚学院
吉利学院,2022,陕西,文科,本科二批,418,41890,,,吉利学院
沈阳城市学院,2022,陕西,文科,本科二批,417,41914,,,沈阳城市学院
陕西国际商贸学院,2022,陕西,文科,本科二批,417,41923,,,陕西国际商贸学院
常州大学,2022,陕西,理科,本科一批,480,41958,,,常州大学
沈阳工业大学,2022,陕西,理科,国家专项计划本科批,480,41980,,,沈阳工业大学
保定理工学院,2022,陕西,文科,本科二批,417,42066,,,保定理工学院
川北医学院,2022,陕西,理科,本科二批,479,42286,,,川北医学院
江西财经大学,2022,陕西,理科,本科一批,479,42319,,,江西财经大学
安徽医科大学,2022,陕西,理科,本科二批,479,42408,,,安徽医科大学
浙江树人学院,2022,陕西,文科,本科二批,415,42787,,,浙江树人学院
西华大学,2022,陕西,理科,本科一批,478,42867,,,西华大学
西安交通工程学院,2022,陕西,文科,本科二批,415,42908,,,西安交通工程学院
长春财经学院,2022,陕西,文科,本科二批,415,42923,,,长春财经学院
华北理工大学轻工学院,2022,陕西,文科,本科二批,415,42994,,,华北理工大学轻工学院
重庆城市管理职业学院,2022,陕西,文科,专科批,415,43063,,2,重庆城市管理职业学院
西安工业大学,2022,陕西,理科,国家专项计划本科批,478,43075,,,西安工业大学
天津师范大学,2022,陕西,理科,本科一批,478,43268,,,天津师范大学
无锡职业技术大学,2022,陕西,文科,专科批,414,43270,,9,无锡职业技术大学
青海大学,2022,陕西,理科,本科一批,478,43334,,,青海大学
西安工业大学,2022,陕西,理科,本科一批,478,43395,,,西安工业大学
河北地质大学华信学院,2022,陕西,文科,本科二批,414,43475,,,河北地质大学华信学院
厦门工学院,2022,陕西,文科,本科二批,414,43493,,,厦门工学院
天津仁爱学院,2022,陕西,文科,本科二批,414,43562,,,天津仁爱学院
青岛黄海学院,2022,陕西,文科,本科二批,414,43630,,,青岛黄海学院
武昌工学院,2022,陕西,文科,本科二批,413,43757,,,武昌工学院
银川科技学院,2022,陕西,文科,本科二批,413,43831,,,银川科技学院
南宁理工学院,2022,陕西,文科,本科二批,412,44144,,,南宁理工学院
广州软件学院,2022,陕西,文科,本科二批,412,44157,,,广州软件学院
西安工商学院,2022,陕西,文科,本科二批,412,44353,,,西安工商学院
四川中医药高等专科学校,2022,陕西,文科,专科批,412,44386,,4,四川中医药高等专科学
西安科技大学,2022,陕西,理科,本科一批,476,44386,,,西安科技大学
长春科技学院,2022,陕西,文科,本科二批,412,44522,,,长春科技学院
沈阳科技学院,2022,陕西,文科,本科二批,412,44548,,,沈阳科技学院
沈阳工学院,2022,陕西,文科,本科二批,411,44659,,,沈阳工学院
广州新华学院,2022,陕西,文科,本科二批,411,44672,,,广州新华学院
浙江中医药大学,2022,陕西,理科,本科一批,475,44728,,,浙江中医药大学
西安明德理工学院,2022,陕西,文科,本科二批,411,44779,,,西安明德理工学院
大连理工大学城市学院,2022,陕西,文科,本科二批,411,44881,,,大连理工大学城市学院
江西师范大学,2022,陕西,理科,本科一批,475,44907,,,江西师范大学
重庆电力高等专科学校,2022,陕西,文科,专科批,411,44923,,5,重庆电力高等专科学校
石河子大学,2022,陕西,理科,国家专项计划本科批,475,45048,,,石河子大学
北方工业大学,2022,陕西,理科,本科一批,475,45070,,,北方工业大学
陕西科技大学镐京学院,2022,陕西,文科,本科二批,410,45149,,,陕西科技大学镐京学院
海军工程大学,2022,陕西,理科,本科提前批,475,45180,,,海军工程大学
蚌埠医科大学,2022,陕西,理科,本科二批,474,45235,,,蚌埠医科大学
电子科技大学中山学院,2022,陕西,文科,本科二批,410,45266,,,电子科技大学中山学院
皖南医科大学,2022,陕西,理科,本科二批,474,45328,,,皖南医科大学
东莞城市学院,2022,陕西,文科,本科二批,409,45425,,,东莞城市学院
丽江文化旅游学院,2022,陕西,文科,本科二批,409,45531,,,丽江文化旅游学院
长春电子科技学院,2022,陕西,文科,本科二批,409,45651,,,长春电子科技学院
长春人文学院,2022,陕西,文科,本科二批,409,45661,,,长春人文学院
济宁学院,2022,陕西,文科,专科批,409,45688,,5,济宁学院
沈阳城市建设学院,2022,陕西,文科,本科二批,409,45704,,,沈阳城市建设学院
桂林理工大学,2022,陕西,文科,专科批,408,45855,,20,桂林理工大学
南华大学,2022,陕西,理科,本科一批,473,45885,,,南华大学
宁夏医科大学,2022,陕西,理科,本科一批,473,45896,,,宁夏医科大学
武昌理工学院,2022,陕西,文科,本科二批,408,45957,,,武昌理工学院
辽宁财贸学院,2022,陕西,文科,本科二批,408,46055,,,辽宁财贸学院
天津天狮学院,2022,陕西,文科,本科二批,408,46145,,,天津天狮学院
哈尔滨石油学院,2022,陕西,文科,本科二批,407,46303,,,哈尔滨石油学院
中北大学,2022,陕西,理科,本科一批,473,46355,,,中北大学
成都银杏酒店管理学院,2022,陕西,文科,本科二批,407,46357,,,成都银杏酒店管理学院
大连东软信息学院,2022,陕西,文科,本科二批,407,46420,,,大连东软信息学院
青岛农业大学海都学院,2022,陕西,文科,本科二批,407,46474,,,青岛农业大学海都学院
桂林学院,2022,陕西,文科,本科二批,407,46513,,,桂林学院
阳光学院,2022,陕西,文科,本科二批,407,46525,,,阳光学院
黄河科技学院,2022,陕西,文科,本科二批,407,46697,,,黄河科技学院
潍坊理工学院,2022,陕西,文科,专科批,406,46805,,1,潍坊理工学院
山东科技大学,2022,陕西,理科,本科一批,472,46862,,,山东科技大学
开封大学,2022,陕西,文科,专科批,406,46874,,10,开封大学
苏州职业技术大学,2022,陕西,文科,专科批,406,46883,,5,苏州职业技术大学
三亚学院,2022,陕西,文科,本科二批,406,46887,,,三亚学院
桂林信息科技学院,2022,陕西,文科,本科二批,406,46924,,,桂林信息科技学院
山东英才学院,2022,陕西,文科,本科二批,406,47020,,,山东英才学院
延安大学,2022,陕西,理科,国家专项计划本科批,471,47111,,,延安大学
黑龙江外国语学院,2022,陕西,文科,本科二批,406,47134,,,黑龙江外国语学院
广州商学院,2022,陕西,文科,本科二批,405,47200,,,广州商学院
辽宁对外经贸学院,2022,陕西,文科,本科二批,405,47262,,,辽宁对外经贸学院
西安石油大学,2022,陕西,理科,国家专项计划本科批,471,47294,,,西安石油大学
中国劳动关系学院,2022,陕西,理科,国家专项计划本科批,471,47333,,,中国劳动关系学院
江苏大学,2022,陕西,理科,本科一批,471,47384,,,江苏大学
石河子大学,2022,陕西,理科,本科一批,470,47532,,,石河子大学
重庆电子科技职业大学,2022,陕西,文科,专科批,405,47552,,25,重庆电子科技职业大学
黑龙江财经学院,2022,陕西,文科,本科二批,404,47615,,,黑龙江财经学院
长春工业大学人文信息学院,2022,陕西,文科,本科二批,404,47967,,,长春工业大学人文信息
长春大学旅游学院,2022,陕西,文科,本科二批,403,48085,,,长春大学旅游学院
广东轻工职业技术大学,2022,陕西,文科,专科批,403,48129,,2,广东轻工职业技术大学
大连交通大学,2022,陕西,理科,本科一批,469,48130,,,大连交通大学
昆明理工大学津桥学院,2022,陕西,文科,本科二批,403,48161,,,昆明理工大学津桥学院
西安石油大学,2022,陕西,理科,本科一批,469,48198,,,西安石油大学
成都银杏酒店管理学院,2022,陕西,文科,专科批,403,48202,,1,成都银杏酒店管理学院
海口经济学院,2022,陕西,文科,本科二批,403,48288,,,海口经济学院
天津职业大学,2022,陕西,文科,专科批,403,48325,,13,天津职业大学
西安汽车职业大学,2022,陕西,文科,本科二批,403,48369,,,西安汽车职业大学
广州南方学院,2022,陕西,文科,本科二批,403,48387,,,广州南方学院
上海中侨职业技术大学,2022,陕西,文科,本科二批,403,48445,,,上海中侨职业技术大学
青岛科技大学,2022,陕西,理科,本科一批,469,48452,,,青岛科技大学
天津外国语大学滨海外事学院,2022,陕西,文科,本科二批,402,48625,,,天津外国语大学滨海外
湖南大众传媒职业技术学院,2022,陕西,文科,专科批,402,48696,,12,湖南大众传媒职业技术
长春理工大学,2022,陕西,理科,本科一批,468,48718,,,长春理工大学
吉林建筑科技学院,2022,陕西,文科,本科二批,402,48737,,,吉林建筑科技学院
安徽第二医学院,2022,陕西,文科,专科批,402,48744,,8,安徽第二医学院
北京印刷学院,2022,陕西,理科,本科一批,468,48925,,,北京印刷学院
天津外国语大学,2022,陕西,理科,本科一批,468,49001,,,天津外国语大学
西安铁路职业技术学院,2022,陕西,文科,专科批,401,49060,,250,西安铁路职业技术学院
常州信息职业技术学院,2022,陕西,文科,专科批,401,49082,,2,常州信息职业技术学院
沈阳建筑大学,2022,陕西,理科,国家专项计划本科批,468,49130,,,沈阳建筑大学
成都航空职业技术大学,2022,陕西,文科,专科批,401,49148,,2,成都航空职业技术大学
中国人民警察大学,2022,陕西,理科,本科一批,468,49177,,,中国人民警察大学
华北水利水电大学,2022,陕西,理科,本科一批,468,49220,,,华北水利水电大学
三亚学院,2022,陕西,文科,本科二批,401,49248,,,三亚学院
重庆交通大学,2022,陕西,理科,本科一批,467,49293,,,重庆交通大学
闽南科技学院,2022,陕西,文科,本科二批,401,49314,,,闽南科技学院
上海对外经贸大学,2022,陕西,理科,本科一批,467,49364,,,上海对外经贸大学
浙江财经大学,2022,陕西,理科,本科二批,467,49519,,,浙江财经大学
西安理工大学,2022,陕西,理科,本科一批,467,49523,,,西安理工大学
苏州卫生职业技术学院,2022,陕西,文科,专科批,400,49555,,5,苏州卫生职业技术学院
沈阳工业大学,2022,陕西,理科,本科一批,467,49569,,,沈阳工业大学
湖南涉外经济学院,2022,陕西,文科,本科二批,400,49584,,,湖南涉外经济学院
上海外国语大学贤达经济人文学院,2022,陕西,文科,本科二批,400,49629,,,上海外国语大学贤达经
重庆三峡医药高等专科学校,2022,陕西,文科,专科批,400,49660,,33,重庆三峡医药高等专科
烟台南山学院,2022,陕西,文科,本科二批,400,49685,,,烟台南山学院
桂林旅游学院,2022,陕西,文科,专科批,399,49939,,2,桂林旅游学院
西安工程大学,2022,陕西,理科,本科一批,466,49949,,,西安工程大学
长沙民政职业技术学院,2022,陕西,文科,专科批,399,50139,,10,长沙民政职业技术学院
东北石油大学,2022,陕西,理科,国家专项计划本科批,466,50145,,,东北石油大学
福建农林大学,2022,陕西,理科,国家专项计划本科批,466,50390,,,福建农林大学
西安工程大学,2022,陕西,理科,国家专项计划本科批,466,50485,,,西安工程大学
重庆师范大学,2022,陕西,理科,本科二批,465,50535,,,重庆师范大学
海南医科大学,2022,陕西,理科,本科一批,465,50615,,,海南医科大学
河北工业大学,2022,陕西,理科,本科一批,465,50634,,,河北工业大学
安徽中医药高等专科学校,2022,陕西,文科,专科批,397,50653,,11,安徽中医药高等专科学
重庆工商职业学院,2022,陕西,文科,专科批,397,50699,,21,重庆工商职业学院
沧州医学高等专科学校,2022,陕西,文科,专科批,397,50857,,20,沧州医学高等专科学校
山西财经大学,2022,陕西,理科,本科一批,465,50887,,,山西财经大学
西安财经大学,2022,陕西,理科,国家专项计划本科批,465,51064,,,西安财经大学
潍坊工程职业学院,2022,陕西,文科,专科批,396,51069,,1,潍坊工程职业学院
山东师范大学,2022,陕西,理科,本科一批,464,51254,,,山东师范大学
中国民用航空飞行学院,2022,陕西,理科,国家专项计划本科批,464,51297,,,中国民用航空飞行学院
山东第一医科大学,2022,陕西,理科,本科二批,464,51357,,,山东第一医科大学
河北石油职业技术大学,2022,陕西,文科,专科批,396,51375,,3,河北石油职业技术大学
南充职业技术学院,2022,陕西,文科,专科批,396,51411,,4,南充职业技术学院
武汉职业技术大学,2022,陕西,文科,专科批,395,51439,,10,武汉职业技术大学
江苏农林职业技术学院,2022,陕西,文科,专科批,395,51528,,1,江苏农林职业技术学院
安徽工业大学,2022,陕西,理科,本科一批,464,51576,,,安徽工业大学
郑州铁路职业技术学院,2022,陕西,文科,专科批,395,51604,,10,郑州铁路职业技术学院
兰州理工大学,2022,陕西,理科,本科一批,464,51648,,,兰州理工大学
新疆大学,2022,陕西,理科,本科一批,464,51678,,,新疆大学
石家庄邮电职业技术学院,2022,陕西,文科,专科批,395,51703,,30,石家庄邮电职业技术学
西北民族大学,2022,陕西,理科,国家专项计划本科批,463,51762,,,西北民族大学
湖南工业大学,2022,陕西,理科,本科一批,463,51872,,,湖南工业大学
北京联合大学,2022,陕西,理科,本科二批,463,51921,,,北京联合大学
华东交通大学,2022,陕西,理科,本科一批,463,51961,,,华东交通大学
陕西铁路工程职业技术学院,2022,陕西,文科,专科批,394,52265,,164,陕西铁路工程职业技术
四川文化产业职业学院,2022,陕西,文科,专科批,393,52292,,5,四川文化产业职业学院
连云港师范学院,2022,陕西,文科,专科批,393,52322,,6,连云港师范学院
湖北三峡职业技术学院,2022,陕西,文科,专科批,393,52433,,1,湖北三峡职业技术学院
中华女子学院,2022,陕西,理科,国家专项计划本科批,462,52610,,,中华女子学院
黑龙江大学,2022,陕西,理科,本科一批,462,52709,,,黑龙江大学
成都职业技术学院,2022,陕西,文科,专科批,392,52805,,15,成都职业技术学院
鞍山师范学院,2022,陕西,文科,专科批,392,52806,,6,鞍山师范学院
海南师范大学,2022,陕西,理科,本科一批,462,52888,,7,海南师范大学
南阳医学高等专科学校,2022,陕西,文科,专科批,392,52934,,10,南阳医学高等专科学校
西安财经大学,2022,陕西,理科,本科一批,461,53077,,,西安财经大学
桂林电子科技大学,2022,陕西,理科,本科一批,461,53151,,,桂林电子科技大学
延安大学,2022,陕西,理科,本科一批,461,53216,,,延安大学
安徽理工大学,2022,陕西,理科,本科一批,461,53354,,,安徽理工大学
福建师范大学,2022,陕西,理科,国家专项计划本科批,460,53654,,,福建师范大学
贵州大学,2022,陕西,理科,本科一批,460,53736,,,贵州大学
辽宁工程技术大学,2022,陕西,理科,本科一批,460,53870,,,辽宁工程技术大学
福建农林大学,2022,陕西,理科,本科一批,460,53879,,,福建农林大学
东北林业大学,2022,陕西,理科,本科一批,460,53924,,,东北林业大学
襄阳职业技术大学,2022,陕西,文科,专科批,390,53928,,5,襄阳职业技术大学
江西理工大学,2022,陕西,理科,本科一批,460,53984,,,江西理工大学
长沙航空职业技术学院,2022,陕西,文科,专科批,389,53985,,5,长沙航空职业技术学院
沈阳农业大学,2022,陕西,理科,国家专项计划本科批,460,54059,,,沈阳农业大学
武汉警官职业学院,2022,陕西,文科,专科批,389,54060,,7,武汉警官职业学院
山西职业技术学院,2022,陕西,文科,专科批,389,54083,,1,山西职业技术学院
四川护理职业学院,2022,陕西,文科,专科批,389,54120,,8,四川护理职业学院
济南大学,2022,陕西,理科,本科一批,460,54165,,,济南大学
长江大学,2022,陕西,理科,本科一批,459,54394,,,长江大学
湖北中医药高等专科学校,2022,陕西,文科,专科批,388,54398,,24,湖北中医药高等专科学
重庆交通大学,2022,陕西,理科,本科一批,459,54446,,,重庆交通大学
四川师范大学,2022,陕西,理科,本科一批,459,54479,,,四川师范大学
应急管理大学,2022,陕西,理科,国家专项计划本科批,459,54514,,,应急管理大学
河南医药大学,2022,陕西,理科,本科二批,459,54687,,,河南医药大学
赣州师范高等专科学校,2022,陕西,文科,专科批,387,54828,,6,赣州师范高等专科学校
江苏护理职业学院,2022,陕西,文科,专科批,387,54960,,3,江苏护理职业学院
桂林医科大学,2022,陕西,理科,本科二批,458,55101,,,桂林医科大学
广东财经大学,2022,陕西,理科,本科二批,458,55203,,,广东财经大学
温州肯恩大学,2022,陕西,理科,本科一批,458,55250,,,温州肯恩大学
武汉工程大学,2022,陕西,理科,本科一批,458,55442,,,武汉工程大学
海南大学,2022,陕西,理科,本科一批,458,55444,,206,海南大学
遵义医科大学,2022,陕西,理科,本科二批,457,55464,,,遵义医科大学
湖南科技大学,2022,陕西,理科,本科一批,457,55476,,,湖南科技大学
南昌工学院,2022,陕西,文科,专科批,386,55494,,1,南昌工学院
宁夏理工学院,2022,陕西,文科,专科批,386,55559,,,宁夏理工学院
武汉软件工程职业学院,2022,陕西,文科,专科批,385,55583,,2,武汉软件工程职业学院
青岛酒店管理职业技术学院,2022,陕西,文科,专科批,385,55657,,1,青岛酒店管理职业技术
山东中医药高等专科学校,2022,陕西,文科,专科批,385,55679,,10,山东中医药高等专科学
沈阳农业大学,2022,陕西,理科,本科一批,457,55744,,,沈阳农业大学
吉林铁道职业技术大学,2022,陕西,文科,专科批,385,55757,,3,吉林铁道职业技术大学
大连民族大学,2022,陕西,理科,国家专项计划本科批,457,55826,,,大连民族大学
丽江师范学院,2022,陕西,文科,专科批,384,56222,,4,丽江师范学院
曲靖健康医学院,2022,陕西,文科,专科批,384,56308,,2,曲靖健康医学院
湖北医药学院,2022,陕西,理科,本科二批,456,56335,,,湖北医药学院
四川职业技术学院,2022,陕西,文科,专科批,383,56407,,3,四川职业技术学院
重庆财经职业学院,2022,陕西,文科,专科批,383,56441,,22,重庆财经职业学院
武汉生物工程学院,2022,陕西,文科,专科批,383,56462,,4,武汉生物工程学院
重庆理工大学,2022,陕西,理科,本科二批,456,56472,,,重庆理工大学
天津警察学院,2022,陕西,文科,专科批,383,56616,,3,天津警察学院
哈尔滨商业大学,2022,陕西,理科,本科一批,456,56742,,,哈尔滨商业大学
西安培华学院,2022,陕西,文科,专科批,383,56748,,157,西安培华学院
中国矿业大学,2022,陕西,理科,本科一批,455,56887,,,中国矿业大学
辽宁工程技术大学,2022,陕西,理科,国家专项计划本科批,455,56911,,,辽宁工程技术大学
石家庄铁道大学,2022,陕西,理科,本科一批,455,56922,,,石家庄铁道大学
昆明医科大学,2022,陕西,理科,本科二批,455,56923,,,昆明医科大学
湖南农业大学,2022,陕西,理科,本科一批,455,57091,,,湖南农业大学
北师香港浸会大学,2022,陕西,理科,本科一批,455,57126,,,北师香港浸会大学
河北大学,2022,陕西,理科,本科一批,455,57154,,,河北大学
东华理工大学,2022,陕西,理科,本科一批,455,57158,,,东华理工大学
西安科技大学高新学院,2022,陕西,文科,专科批,381,57267,,113,西安科技大学高新学院
哈尔滨理工大学,2022,陕西,理科,本科一批,455,57330,,,哈尔滨理工大学
河南应用技术职业学院,2022,陕西,文科,专科批,381,57386,,2,河南应用技术职业学院
湖南幼儿师范高等专科学校,2022,陕西,文科,专科批,381,57441,,9,湖南幼儿师范高等专科
四川司法警官职业学院,2022,陕西,文科,专科批,381,57496,,3,四川司法警官职业学院
上海电子信息职业技术学院,2022,陕西,文科,专科批,380,57554,,2,上海电子信息职业技术
大连财经学院,2022,陕西,文科,专科批,380,57694,,5,大连财经学院
河南师范大学,2022,陕西,理科,本科二批,454,57918,,,河南师范大学
锦州医科大学,2022,陕西,理科,本科二批,454,57938,,,锦州医科大学
兰州交通大学,2022,陕西,理科,本科一批,454,57947,,,兰州交通大学
黑龙江中医药大学,2022,陕西,理科,本科一批,454,57968,,,黑龙江中医药大学
陕西国防工业职业技术学院,2022,陕西,文科,专科批,379,58075,,380,陕西国防工业职业技术
陕西理工大学,2022,陕西,理科,地方专项计划本科批,454,58097,,,陕西理工大学
四川交通职业技术学院,2022,陕西,文科,专科批,379,58145,,4,四川交通职业技术学院
集美大学,2022,陕西,理科,本科二批,453,58309,,,集美大学
上海工艺美术职业学院,2022,陕西,文科,专科批,379,58314,,2,上海工艺美术职业学院
沈阳航空航天大学,2022,陕西,理科,本科二批,453,58384,,,沈阳航空航天大学
西北师范大学,2022,陕西,理科,本科二批,453,58473,,,西北师范大学
浙江传媒学院,2022,陕西,理科,本科二批,453,58486,,,浙江传媒学院
西安建筑科技大学,2022,陕西,理科,本科一批,453,58502,,,西安建筑科技大学
山东财经大学,2022,陕西,理科,本科二批,453,58508,,,山东财经大学
天津科技大学,2022,陕西,理科,本科二批,453,58647,,,天津科技大学
河南科技大学,2022,陕西,理科,本科二批,453,58682,,,河南科技大学
沈阳工程学院,2022,陕西,理科,本科二批,453,58753,,,沈阳工程学院
海南师范大学,2022,陕西,理科,本科一批,453,58772,,45,海南师范大学
武汉铁路职业技术学院,2022,陕西,文科,专科批,377,58952,,33,武汉铁路职业技术学院
承德护理职业学院,2022,陕西,文科,专科批,377,58984,,10,承德护理职业学院
上海出版印刷高等专科学校,2022,陕西,文科,专科批,377,59066,,4,上海出版印刷高等专科
河北医科大学,2022,陕西,理科,本科二批,452,59081,,,河北医科大学
河南医学高等专科学校,2022,陕西,文科,专科批,377,59111,,6,河南医学高等专科学校
海南软件职业技术学院,2022,陕西,文科,专科批,377,59111,,1,海南软件职业技术学院
沈阳建筑大学,2022,陕西,理科,本科一批,452,59132,,,沈阳建筑大学
川北幼儿师范高等专科学校,2022,陕西,文科,专科批,376,59135,,10,川北幼儿师范高等专科
沈阳师范大学,2022,陕西,理科,本科二批,452,59221,,,沈阳师范大学
广西师范大学,2022,陕西,理科,本科二批,452,59256,,,广西师范大学
西安医学院,2022,陕西,理科,本科一批,452,59308,,,西安医学院
南通大学,2022,陕西,理科,本科二批,452,59321,,,南通大学
陕西科技大学,2022,陕西,理科,本科一批,452,59361,,,陕西科技大学
湖南工业职业技术学院,2022,陕西,文科,专科批,376,59413,,2,湖南工业职业技术学院
西安财经大学,2022,陕西,理科,本科一批,451,59500,,,西安财经大学
山西医科大学,2022,陕西,理科,本科二批,451,59501,,,山西医科大学
大连外国语大学,2022,陕西,理科,本科一批,451,59607,,,大连外国语大学
新疆政法学院,2022,陕西,文科,专科批,375,59642,,18,新疆政法学院
江西交通职业技术学院,2022,陕西,文科,专科批,375,59699,,3,江西交通职业技术学院
北方民族大学,2022,陕西,理科,国家专项计划本科批,451,59742,,,北方民族大学
陕西铁路工程职业技术学院,2022,陕西,文科,专科批,375,59754,,2,陕西铁路工程职业技术
成都大学,2022,陕西,理科,本科二批,451,59820,,,成都大学
东北石油大学,2022,陕西,理科,本科一批,451,59856,,,东北石油大学
陕西中医药大学,2022,陕西,理科,本科一批,451,59947,,,陕西中医药大学
西南科技大学,2022,陕西,理科,本科二批,451,59964,,,西南科技大学
陕西理工大学,2022,陕西,理科,本科一批,451,60105,,,陕西理工大学
山东畜牧兽医职业学院,2022,陕西,文科,专科批,374,60150,,12,山东畜牧兽医职业学院
河南农业大学,2022,陕西,理科,本科二批,450,60175,,,河南农业大学
西安铁路职业技术学院,2022,陕西,文科,专科批,373,60240,,20,西安铁路职业技术学院
青岛理工大学,2022,陕西,理科,本科二批,450,60246,,,青岛理工大学
陕西能源职业技术学院,2022,陕西,文科,专科批,373,60292,,441,陕西能源职业技术学院
湖北师范大学文理学院,2022,陕西,文科,专科批,373,60308,,5,湖北师范大学文理学院
陕西农林职业技术大学,2022,陕西,文科,专科批,373,60312,,725,陕西农林职业技术大学
湖北经济学院,2022,陕西,理科,本科二批,450,60327,,,湖北经济学院
郑州大学,2022,陕西,理科,本科一批,450,60459,,,郑州大学
吉林农业大学,2022,陕西,理科,国家专项计划本科批,450,60460,,,吉林农业大学
成都轻工职业技术大学,2022,陕西,文科,专科批,373,60464,,8,成都轻工职业技术大学
苏州科技大学,2022,陕西,理科,本科二批,450,60660,,,苏州科技大学
西安翻译学院,2022,陕西,文科,专科批,372,60661,,49,西安翻译学院
安徽警官职业学院,2022,陕西,文科,专科批,372,60662,,1,安徽警官职业学院
石家庄铁路职业技术学院,2022,陕西,文科,专科批,372,60666,,21,石家庄铁路职业技术学
中南林业科技大学,2022,陕西,理科,本科一批,450,60675,,,中南林业科技大学
厦门理工学院,2022,陕西,理科,本科二批,450,60681,,,厦门理工学院
北京物资学院,2022,陕西,理科,本科二批,449,60830,,,北京物资学院
沈阳医学院,2022,陕西,理科,本科二批,449,60843,,,沈阳医学院
西安航空职业技术学院,2022,陕西,文科,专科批,372,60867,,318,西安航空职业技术学院
江汉大学,2022,陕西,理科,本科二批,449,60917,,,江汉大学
山东中医药大学,2022,陕西,理科,本科二批,449,61015,,,山东中医药大学
菏泽医学专科学校,2022,陕西,文科,专科批,371,61042,,17,菏泽医学专科学校
湖北大学,2022,陕西,理科,本科一批,449,61073,,,湖北大学
陕西财经职业技术学院,2022,陕西,文科,专科批,371,61082,,347,陕西财经职业技术学院
昆明理工大学,2022,陕西,理科,本科一批,449,61116,,,昆明理工大学
南昌航空大学,2022,陕西,理科,本科二批,449,61163,,,南昌航空大学
西交利物浦大学,2022,陕西,理科,本科一批,449,61168,,,西交利物浦大学
长治医学院,2022,陕西,理科,本科二批,449,61173,,,长治医学院
中南民族大学,2022,陕西,理科,本科二批,449,61239,,,中南民族大学
南京工程学院,2022,陕西,理科,本科二批,449,61258,,,南京工程学院
西安科技大学,2022,陕西,理科,本科一批,449,61269,,,西安科技大学
